0.000000	0.000000	1.600000
0.000000	0.000000	1.600000
0.000100	0.000160	1.599999
0.000200	0.000320	1.599997
0.000300	0.000480	1.599994
0.000400	0.000640	1.599989
0.000500	0.000800	1.599982
0.000600	0.000960	1.599974
0.000700	0.001120	1.599965
0.000800	0.001280	1.599955
0.000900	0.001440	1.599942
0.001000	0.001600	1.599929
0.001100	0.001760	1.599914
0.001200	0.001920	1.599898
0.001300	0.002080	1.599880
0.001400	0.002240	1.599861
0.001500	0.002400	1.599840
0.001600	0.002560	1.599818
0.001700	0.002720	1.599795
0.001800	0.002880	1.599770
0.001900	0.003040	1.599744
0.002000	0.003200	1.599716
0.002100	0.003360	1.599687
0.002200	0.003520	1.599656
0.002300	0.003680	1.599624
0.002400	0.003840	1.599591
0.002500	0.004000	1.599556
0.002600	0.004160	1.599520
0.002700	0.004320	1.599482
0.002800	0.004479	1.599443
0.002900	0.004639	1.599403
0.003000	0.004799	1.599361
0.003100	0.004959	1.599317
0.003200	0.005119	1.599273
0.003300	0.005279	1.599226
0.003400	0.005439	1.599179
0.003500	0.005599	1.599130
0.003600	0.005759	1.599079
0.003700	0.005919	1.599028
0.003800	0.006079	1.598974
0.003900	0.006239	1.598920
0.004000	0.006398	1.598864
0.004100	0.006558	1.598806
0.004200	0.006718	1.598747
0.004300	0.006878	1.598687
0.004400	0.007038	1.598625
0.004500	0.007198	1.598562
0.004600	0.007358	1.598497
0.004700	0.007518	1.598431
0.004800	0.007677	1.598364
0.004900	0.007837	1.598295
0.005000	0.007997	1.598224
0.005100	0.008157	1.598153
0.005200	0.008317	1.598080
0.005300	0.008476	1.598005
0.005400	0.008636	1.597929
0.005500	0.008796	1.597852
0.005600	0.008956	1.597773
0.005700	0.009116	1.597693
0.005800	0.009275	1.597611
0.005900	0.009435	1.597528
0.006000	0.009595	1.597443
0.006100	0.009755	1.597358
0.006200	0.009914	1.597270
0.006300	0.010074	1.597181
0.006400	0.010234	1.597091
0.006500	0.010393	1.597000
0.006600	0.010553	1.596907
0.006700	0.010713	1.596812
0.006800	0.010873	1.596716
0.006900	0.011032	1.596619
0.007000	0.011192	1.596521
0.007100	0.011352	1.596420
0.007200	0.011511	1.596319
0.007300	0.011671	1.596216
0.007400	0.011830	1.596112
0.007500	0.011990	1.596006
0.007600	0.012150	1.595899
0.007700	0.012309	1.595790
0.007800	0.012469	1.595680
0.007900	0.012628	1.595569
0.008000	0.012788	1.595456
